Name,Reactions,Comments,Reposts,Content,Date
Gareth Davies,0,,,"""[Google's] AI announcements represent the culmination of many years of work, including bringing together Transformer technology advances in reinforcement learning and advances in parallelism and orchestrating large training workloads""— Thomas Kurian",2 hours ago
Artificial Inspiration,253,15 comments,6 reposts,"AI x ⚡ Pikachu Crossovers 😅Which one is your favourite? 👇Want to make fun images like these?We now offer personalised 1-to-1 Midjourney training!We're almost fully booked though, so sign up now!👉https://seedily.uwu.ai/Created by Midjourney user; @Diablo.cheatcode#pikachu#pokemon#Midjourney#AI#Creativity",2 hours ago
Gudron van der Wal,2,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",2 hours ago
Ulrich Heuser,0,,,,2 hours ago
Gavin Saville,5,,,"#AIforfilmmaking... expanding on the idea of using#aitoolsfor labour heavy tasks for#indie#filmmaking. This morning for 40 to 45 mins or so I tried to create a quick scene#storyboardfor a short I'm attempting to develop (shout if you're interested). This idea is to demonstrate the utility to myself and perhaps some others at the forthcoming#letsmakefilmsevent on the 27th March.I limited my image training to 2 attempts and used no reference images to train the image generator, just descriptive text and style prompts (eg. BnW-Storyboard)I kept my words to 60 words or so for the whole prompt.... and that's it.Now the images are far from perfect but they are better than my stickman drawings would likely have been for transferring information to a crew. I could also train the AI image generator a good bit more to tweak the images and angles. But as a demo of the turnaround speed for#Indiefilmmaking, well I like it.#indies... get learning. My stickman squiggles would have probably taken the same amount of time overall but they would have looked like a spider had fallen in some ink and walked across the page.#ai#training#wildindie#letsmakefilms#filmmaking#production#chatgtp#midjourney#dalle#freelancehttps://lnkd.in/eij5xaz8",2 hours ago
Andy Penders - 3UP,0,,,"I asked MidJourney (a rather long prompt) to come up with a futuristic Sports TV Studio, incorporating the latest tech. It gave me a pretty good response although I think I'd like something a little less futuristic.What's the best examples of a great studio that you have seen?#broadcast#sports",2 hours ago
Daniel Bloch,19,4 comments,,"Ka' AI lave en super cool maskot til min virksomhed? 🐙""Tjoo"" er nok det bedste svar.""Helt sikkert"" nok det optimistiske svar.""Efter et par forsøg, måske?"" Nok det mest reelle svar.Jamen.. Rendte du da ind i udfordringer undervejs? Måske lidt. Men, det ændrer ikke på, at det var en underholdende proces 🥸#midjourney#digitalmarkedsføring#ai",2 hours ago
Future London Academy,5,1 comment,,"🤩 Check out these amazing AI-generated works byNina Geometrieva. With the help ofMidjourney, Nina used prompts and remix mode to generate incredible AI-generated images with stunning colour combinations inspired by sci-fi movies and retro-futuristic moods, places, and objects.#ai#aiart#scifi#productdesign#design#inspiration#fla_inspiration#neverstoplearning",2 hours ago
Philipp Lenssen,0,,,"""Guess AI solving climate change before destroying humanity is a bit of a win-lose situation.""#aiart#midjourney#ai#gpt4#singularity",2 hours ago
Stefan Marx,1,,,https://lnkd.in/exQBNzpa#INCAS#karriere#midjourney,2 hours ago
Marco Kotrotsos,2,,,"Good morning all. After a particularly interesting project at ANWB, I now have availability for new assignments! Who may I be of service as a:- (Senior) Frontend developer. VueJs/Nuxt. VanillaJs.- Hands-on (Medior) Solution Architect or...- Cloud engineer.Currently on track to get my AWS Cloud Architect Certification done, and absolutely deep into everything Generative AI, chatGPT, StableDiffusion, Midjourney, Co-here, Huggingface, AI21. You name it.Intermediaries are more than welcome, but if you wish to work directly- that is, of course, fine as well.You can contact and connect with me directly here. Love to talk to you!Have a great day and an even better midweek!#frontenddeveloper#cloud#ai#work#aws#generative",2 hours ago
J. Megan Robinson,6,1 comment,,"Good morning,We are getting ever closer to Midjourney V5, so I have been playing about with the post-production side of things. I am also using the seed numbers to get some level of continuity in the style of the stories.Honestly, digital arts are a part of my daily practice now, so they are not going anywhere.The image in this post has been created by myself using Midjourney and Photoshop.#aicccreators#midjourney#photoshop#aiartist#artistonlinkedin",2 hours ago
Michiel Verheij,3,,,Interesting article by McKinsey on generative artificial intelligence. This article revolves around fashion but don't be fooled that your industry will not be influenced or hit by this. Make sure you are in the driver's seat and educate yourself.Fighting against it or thinking 'this will blow over' is burying your head in the sand and that hasn't helped anyone before.Want to know more? Look into things like Chat GPT but also Dall-E and Midjourney which are fascinating. When using Midjourney that Discord account you had for your PlayStation might also be put to good use 😉https://lnkd.in/eqEaNUYX#artificialintelligence#generative#artificialintelligence,2 hours ago
Oliver Hein,7,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",2 hours ago
Nebojsa Radakovic,31,16 comments,,"Secretly stashed ChatGPT (GPT-3.5 model) aided posts/docs among a couple of well-researched and written by our team.But that's not all 👇I've been playing with#ChatGPTa lot in the last couple of weeks (or rather, it played me!?) and found a couple of best use cases. While waiting on the results (will share them), let me say that one thing I found so far is that clear term-based prompts work best. As for use cases:✅Proofreading - Checking already prepared posts for clarity and grammar.💰G. ads - written 5 responsive Google search ads for keyword of interest with complementary landing page suggestions. Will CTR be better? We'll see.📣Promotional ReactNorway tweets - In how many ways you can write a promotional tweet? Exactly. Huge help inspiration vise. Like this one:https://lnkd.in/dxcq3hUG⚙️Code filled blog post that's checked by our devs - similar to usual blog post writing but with code.📩Emails to potential React Norway sponsors - outreach emails in a creative and cheerful voice to potential sponsors of RN.💡Quick POC proof-of-concept for an imaginary car brand eCommerce store - This will blow your mind.Midjourneyfor images, ChatGPT for imaginary car🚗/product📦 descriptions, free#ecommerceboilerplate fromCrystallizefor a quick storefront (we'll have a Livestream about this)📝Outlines for future posts/video - Instead of doing keyword research on a topic, then checking results, then proposing TITLE, then share it with the dev on task, etc., just add keyword/s of interest and require an article/post/or even video outline.Fist result is 30% more productive with the use of ChatGPT📈Seriously. It took care of mundane tasks and provided me with enough inspiration so I could pick where to go from there. Also, it helped me see if I missed a concept and choose and alter the output the way I want it.That is its power🤖The other side of the ChatGPT coin🪙is that if you don't know about the subject enough, you can neither acknowledge nor confirm if the writing is OK.And that can bite you on the back i.e., G might (and eventually it will) degrade your authority and expertise in a field, hurting your ranking, for example.And now#gpt4is herehttps://lnkd.in/du4jwDwTThe output is definitely much better (tested it both on the same subject and 4 seems to be much more mature in the way it builds sentences).Even though people are already building amazing stuff, let's wait for a few days to find proper use cases for it.The point is AI🤖is not going to replace what you do. It is a tool that can help you be better at what you do.As for the results of my experiments...will post them asap.Oh, and check the comments for some cool links. Why not add the ones you've found interesting/useful?",2 hours ago
Rute A.,1,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",2 hours ago
Rorro Verdun,0,,,"Pero claro!!! Para el ambiente es mucho más importante preocuparse de los supuesto estereotipos, que reflejan una realidad. Que preocuparse que todas estas imágenes fueron generadas por plataformas que robaron el arte de miles de artistas.Es mas importante salir con el cuento del género que ver como día día, sitios com midjourney sigue utilizando el arte sin permiso, y sin dar compensación alguna a los artistas.La publicidad latina y su manifiesto constante donde no pueden venderte un yogurt sin meterte feminismo, Donde hasta los apósitos femeninos pareciera que debe venderse como una declaración de guerra en vez de mostrar que no chorrea y no te marca el trasero.Lo único cierto. Los artista desprotegidos antes las IA que utilizan nuestro arte sin permiso ni consentimiento alguno.Pero para algunos es preocupante que si pones CEO aparezca un tipo y no una mujer.",2 hours ago
Shailja Agarwal,7,,1 repost,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",
Bartosz Mikolajczyk,3,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",2 hours ago
Creative Cyber,37,10 comments,,"Low-poly, origami mythical beasts.Made with Midjourney.#aiart#cyberai#creativecyber",2 hours ago
Ismail Bicer,5,,1 repost,"(english part below)Salut ! 👋Aujourd'hui, c'est le GRAND jour. Cela fait quelques semaines (mois en vérité) que je travaille sur un petit projet. Le but ? Faire 3 affiches de film dit ""imaginaire"" avec des vieux assets 3D que j'avais ainsi que des images générées par Midjourney. La particularité de ce projet est que tout est réalisé sur After Effects. La première question serait, pourquoi n'ai-je pas utilisé Photoshop qui est quand même un logiciel dédié à la création de ce genre de chose. 💻La réponse est assez simple, les plugins. Certes, je n'aurai pas un traitement de l'image aussi poussé que sur Photoshop, mais les plugins et la fonctionnalité procédurale de ceux-ci me permette vraiment de me démarquer. 🎞Alors, oui j'ai utilisé Photoshop, mais dans le seul but de détourner mes personnes, c'est tout ! Je ferai très probablement un breakdown de comment j'ai fait tout ça. 🖼J'attends vos retours ! N'hésitez surtout pas à faire vos critiques ! 😋(CECI EST UN PROJET PERSONNEL)-Hi! 👋Today is the DAY. For some weeks now (months actually) I'm working on a little project. The goal? To create 3 posters of ""imaginary"" movies with some old 3D assets and images created using Midjourney. 💻Something's special with this project, everything has been mix up together using After Effects. The first question would be, what the hell I didn't use Photoshop, when it's the best software to do things like that! 🎞The answer is pretty simple, plugins. Certainly I'd not get the image treatment as pushed as Photoshop does but, the plugins and procedural functionalities of After Effects really gives this incredible and special looks.So yes, I still used Photoshop but only to cut out my characters, that's all! I will probably make a breakdown about how I made that. 🖼Looking forward for your reactions! Don't hesitate to criticize! 😋(THIS IS A PERSONAL PROJECT)#ai#ae#psd#adobe#topaz#posters#movie#project",2 hours ago
